ID,innings,overs,total_run
1312198,2,13,16
1312198,2,14,18
1312198,2,15,10
1312198,2,16,14
1312198,2,17,8
1312198,2,18,9
1312198,2,19,9
1312199,1,0,8
1312199,1,1,5
1312199,1,2,4
1312199,1,3,8
1312199,1,4,12
1312199,1,5,9
1312199,1,6,6
1312199,1,7,6
1312199,1,8,11
1312199,1,9,5
1312199,1,10,7
1312199,1,11,11
1312199,1,12,15
1312199,1,13,4
1312199,1,14,12
1312199,1,15,9
1312199,1,16,7
1312199,1,17,7
1312199,1,18,8
1312199,1,19,3
1312199,2,0,16
1312199,2,1,6
1312199,2,2,15
1312199,2,3,5
1312199,2,4,19
1312199,2,5,6
1312199,2,6,10
1312199,2,7,4
1312199,2,8,16
1312199,2,9,6
1312199,2,10,9
1312199,2,11,2
1312199,2,12,3
1312199,2,13,5
1312199,2,14,4
1312199,2,15,14
1312199,2,16,8
1312199,2,17,7
1312199,2,18,6
1312200,1,0,2
1312200,1,1,5
1312200,1,2,14
1312200,1,3,10
1312200,1,4,6
1312200,1,5,7
1312200,1,6,10
1312200,1,7,5
1312200,1,8,1
1312200,1,9,11
1312200,1,10,4
1312200,1,11,4
1312200,1,12,3
1312200,1,13,2
1312200,1,14,10
1312200,1,15,4
1312200,1,16,6
1312200,1,17,16
1312200,1,18,3
1312200,1,19,7
1312200,2,0,5
1312200,2,1,6
1312200,2,2,0
1312200,2,3,11
1312200,2,4,3
1312200,2,5,6
1312200,2,6,4
1312200,2,7,3
1312200,2,8,10
1312200,2,9,6
1312200,2,10,8
1312200,2,11,15
1312200,2,12,7
1312200,2,13,5
1312200,2,14,8
1312200,2,15,12
1312200,2,16,13
1312200,2,17,5
1312200,2,18,6
